time_sec,joint_rShoulderPitch,joint_rShoulderRoll,joint_rShoulderYaw,joint_rElbow,joint_rWristRoll,joint_rWristPitch,joint_lShoulderPitch,joint_lShoulderRoll,joint_lShoulderYaw,joint_lElbow,joint_lWristRoll,joint_lWristPitch
5,-0.03490658,-1.168598,0.1745329,-1.220782,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.285458,-0.4363321,-0.1745329
5.033333,-0.03490658,-1.168598,0.1745329,-1.221158,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.287548,-0.4363321,-0.1745329
5.066667,-0.03490657,-1.168598,0.1745329,-1.221635,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.28961,-0.4363321,-0.1745329
5.1,-0.03490656,-1.168598,0.1745329,-1.222219,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.291632,-0.4363321,-0.1745328
5.133333,-0.03490655,-1.168737,0.1745329,-1.22292,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.2936,-0.4363321,-0.1745328
5.166667,-0.03490654,-1.16912,0.1745329,-1.223746,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.295504,-0.4363321,-0.1745328
5.2,-0.03490654,-1.169694,0.1745329,-1.224703,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.29733,-0.4363321,-0.1745328
5.233333,-0.03490653,-1.170407,0.1745329,-1.225802,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.299067,-0.4363321,-0.1745328
5.266667,-0.03490652,-1.171207,0.1745329,-1.22705,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.300703,-0.4363321,-0.1745328
5.3,-0.03490652,-1.172042,0.1745329,-1.228455,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.302224,-0.4363321,-0.1745328
5.333333,-0.03490651,-1.17286,0.1745329,-1.230026,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.30362,-0.4363321,-0.1745328
5.366667,-0.03490651,-1.173608,0.1745329,-1.23177,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.304876,-0.4363321,-0.1745328
5.4,-0.03490651,-1.174234,0.1745329,-1.233696,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.305982,-0.4363321,-0.1745328
5.433333,-0.03490651,-1.174686,0.1745329,-1.235813,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.306924,-0.4363321,-0.1745329
5.466667,-0.03490652,-1.174912,0.1745329,-1.238127,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.307692,-0.4363321,-0.1745329
5.5,-0.03490653,-1.17486,0.1745329,-1.240648,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.308272,-0.4363322,-0.1745329
5.533333,-0.03490653,-1.174477,0.1745329,-1.243384,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.308652,-0.4363322,-0.1745329
5.566667,-0.03490655,-1.173712,0.1745329,-1.246342,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.308819,-0.4363322,-0.1745329
5.6,-0.03490657,-1.172512,0.1745329,-1.249532,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.308763,-0.4363322,-0.1745329
5.633333,-0.03490659,-1.170825,0.1745329,-1.252961,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.308469,-0.4363323,-0.1745329
5.666667,-0.03923472,-1.168598,0.1745329,-1.256637,0.5276356,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.307927,-0.4363323,-0.1745329
5.7,-0.05240021,-1.161707,0.1745329,-1.26223,0.5412726,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.306302,-0.4363323,-0.1745329
5.733333,-0.07467838,-1.147183,0.1745329,-1.270897,0.5668032,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.30301,-0.4363323,-0.174533
5.766667,-0.106355,-1.126709,0.1745329,-1.281874,0.606537,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.298409,-0.4363323,-0.174533
5.8,-0.1477249,-1.101976,0.1745329,-1.2944,0.6575148,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.292861,-0.4363323,-0.174533
5.833333,-0.1954135,-1.074677,0.1745329,-1.307711,0.7125905,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.286726,-0.4363323,-0.174533
5.866667,-0.2438422,-1.046514,0.1745329,-1.321042,0.7677457,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.280364,-0.4363324,-0.174533
5.9,-0.2899748,-1.019187,0.1745329,-1.33363,0.8189039,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.274136,-0.4363324,-0.174533
5.933333,-0.3307507,-0.9943951,0.1745329,-1.34471,0.8619753,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.268402,-0.4363324,-0.174533
5.966667,-0.3631037,-0.9738253,0.1745329,-1.353518,0.8928834,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.263522,-0.4363325,-0.174533
6,-0.3839726,-0.9591588,0.1745329,-1.359292,0.9075712,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.259858,-0.4363325,-0.1745331
6.033333,-0.397123,-0.9485386,0.1745329,-1.36127,0.9115851,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.257768,-0.4363325,-0.1745331
6.066667,-0.4084534,-0.9389566,0.1745329,-1.360989,0.9133599,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.257614,-0.4363325,-0.1745331
6.1,-0.4181018,-0.9303652,0.1745329,-1.360494,0.9131686,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.258624,-0.4363326,-0.1745331
6.133333,-0.4262062,-0.9227166,0.1745329,-1.359786,0.9112837,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.259777,-0.4363326,-0.1745331
6.166667,-0.432905,-0.9159623,0.1745329,-1.358863,0.907976,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.261057,-0.4363326,-0.1745331
6.2,-0.4383361,-0.9100538,0.1745329,-1.357726,0.9035195,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.262451,-0.4363326,-0.1745331
6.233333,-0.4426374,-0.9049437,0.1745329,-1.356374,0.8981851,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.263942,-0.4363326,-0.1745331
6.266667,-0.4459471,-0.9005842,0.1745329,-1.354807,0.8922452,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.265516,-0.4363326,-0.1745331
6.3,-0.4484024,-0.896926,0.1745329,-1.353024,0.885973,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.267159,-0.4363326,-0.1745331
6.333333,-0.4501411,-0.8939225,0.1745329,-1.351026,0.8796394,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.268855,-0.4363326,-0.1745331
6.366667,-0.4513009,-0.8915251,0.1745329,-1.348811,0.8735179,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.270589,-0.4363326,-0.1745331
6.4,-0.4520191,-0.8896865,0.1745329,-1.346379,0.8673527,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.272347,-0.4363326,-0.1745331
6.433333,-0.4524333,-0.8883587,0.1745329,-1.34373,0.8606868,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.274114,-0.4363326,-0.1745331
6.466667,-0.452681,-0.8874931,0.1745329,-1.340865,0.853485,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.275874,-0.4363326,-0.1745331
6.5,-0.4528998,-0.887043,0.1745329,-1.337781,0.8457134,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.277614,-0.4363326,-0.1745331
6.533333,-0.4532272,-0.8869604,0.1745329,-1.334479,0.8373378,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.279317,-0.4363326,-0.1745331
6.566667,-0.4536555,-0.887197,0.1745329,-1.330958,0.8283235,-0.2792527,0.03490658,-1.255865,-0.08726642,-1.28097,-0.4363326,-0.1745331
6.6,-0.4536606,-0.8877051,0.1745329,-1.327219,0.8186355,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.282557,-0.4363326,-0.1745331
6.633333,-0.4526058,-0.8884374,0.1745329,-1.323259,0.8082385,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.284064,-0.4363326,-0.1745331
6.666667,-0.4498544,-0.8893456,0.1745329,-1.319081,0.797098,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.285475,-0.4363326,-0.1745331
6.7,-0.4447696,-0.8922346,0.1745329,-1.314682,0.7851782,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.286776,-0.4363326,-0.1745331
6.733333,-0.4367139,-0.8986768,0.1745329,-1.310062,0.7724435,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.287951,-0.4363326,-0.1745331
6.766667,-0.4250491,-0.9082764,0.1745329,-1.305222,0.7588581,-0.2792527,0.03490658,-1.255865,-0.08726643,-1.288987,-0.4363326,-0.1745331
6.8,-0.4091361,-0.9206377,0.1745329,-1.30016,0.744386,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.289868,-0.4363325,-0.1745331
6.833333,-0.3883358,-0.9353645,0.1745329,-1.294876,0.7289913,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.290579,-0.4363325,-0.1745331
6.866667,-0.3633979,-0.9520604,0.1745329,-1.289369,0.7126374,-0.2792527,0.03490658,-1.255865,-0.08726644,-1.291105,-0.4363325,-0.1745331
6.9,-0.3359118,-0.970327,0.1745329,-1.28364,0.695289,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.291432,-0.4363325,-0.1745331
6.933333,-0.306502,-0.9897649,0.1745329,-1.277688,0.6769084,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.291544,-0.4363325,-0.1745331
6.966667,-0.275799,-1.009975,0.1745329,-1.271512,0.6582178,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.291544,-0.4363325,-0.174533
7,-0.2444391,-1.030557,0.1745329,-1.265112,0.6400705,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.291544,-0.4363325,-0.174533
7.033333,-0.2130626,-1.05111,0.1745329,-1.258487,0.6226311,-0.2792527,0.03490658,-1.255865,-0.08726645,-1.291544,-0.4363325,-0.174533
7.066667,-0.182312,-1.071236,0.1745329,-1.252059,0.6060635,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.291544,-0.4363324,-0.174533
7.1,-0.15283,-1.090537,0.1745329,-1.246232,0.5905342,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.291544,-0.4363324,-0.174533
7.133333,-0.1252574,-1.10862,0.1745329,-1.24098,0.5762085,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.174533
7.166667,-0.1002316,-1.12509,0.1745329,-1.236277,0.5632522,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.174533
7.2,-0.0783867,-1.139556,0.1745329,-1.232096,0.5518315,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.174533
7.233333,-0.06035358,-1.151407,0.1745329,-1.228412,0.5421131,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.1745329
7.266667,-0.04674823,-1.1605,0.1745329,-1.225199,0.5342642,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.1745329
7.3,-0.03733405,-1.167151,0.1745329,-1.222431,0.5284505,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.1745329
7.333333,-0.03146062,-1.171674,0.1745329,-1.220081,0.5248398,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.1745329
7.366667,-0.02847777,-1.174385,0.1745329,-1.218124,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363324,-0.1745329
7.4,-0.02773575,-1.175599,0.1745329,-1.216533,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745329
7.433333,-0.02858505,-1.175629,0.1745329,-1.215283,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745329
7.466667,-0.03037627,-1.174793,0.1745329,-1.214347,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745328
7.5,-0.03246,-1.173402,0.1745329,-1.213699,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745328
7.533333,-0.03418666,-1.171772,0.1745329,-1.213315,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745328
7.566667,-0.03490658,-1.170219,0.1745329,-1.213166,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745328
7.6,-0.03490659,-1.169056,0.1745329,-1.213228,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363323,-0.1745328
7.633333,-0.03490659,-1.168598,0.1745329,-1.213474,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363324,-0.1745328
7.666667,-0.03490659,-1.168598,0.1745329,-1.213879,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363324,-0.1745328
7.7,-0.03490659,-1.168598,0.1745329,-1.214416,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363324,-0.1745328
7.733333,-0.03490659,-1.168598,0.1745329,-1.21506,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363324,-0.1745328
7.766667,-0.03490659,-1.168598,0.1745329,-1.215784,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363325,-0.1745328
7.8,-0.03490659,-1.168598,0.1745329,-1.216563,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363325,-0.1745328
7.833333,-0.03490659,-1.168598,0.1745329,-1.21737,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363325,-0.1745328
7.866667,-0.03490659,-1.168598,0.1745329,-1.218179,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726649,-1.291544,-0.4363325,-0.1745328
7.9,-0.03490659,-1.168598,0.1745329,-1.218966,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363326,-0.1745328
7.933333,-0.03490659,-1.168598,0.1745329,-1.219702,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363326,-0.1745328
7.966667,-0.03490659,-1.168598,0.1745329,-1.220363,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363326,-0.1745328
8,-0.03490659,-1.168598,0.1745329,-1.220922,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363327,-0.1745328
8.033334,-0.03490659,-1.168598,0.1745329,-1.221354,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363327,-0.1745328
8.066667,-0.03490659,-1.168598,0.1745329,-1.221632,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363327,-0.1745328
8.1,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363327,-0.1745328
8.133333,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363328,-0.1745328
8.166667,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363328,-0.1745328
8.2,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363328,-0.1745329
8.233334,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363328,-0.1745329
8.266666,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363328,-0.1745329
8.3,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.291544,-0.4363328,-0.1745329
8.333333,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.289348,-0.4363328,-0.1773433
8.366667,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726647,-1.283292,-0.4363328,-0.1851461
8.4,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.274173,-0.4363328,-0.1969981
8.433333,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.26279,-0.4363328,-0.2119571
8.466666,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.249941,-0.4363327,-0.2290792
8.5,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.236424,-0.4363327,-0.247422
8.533334,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.223041,-0.4363326,-0.2660426
8.566667,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.210592,-0.4363326,-0.2839999
8.6,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.199873,-0.4363325,-0.2986451
8.633333,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.191685,-0.4363325,-0.3084499
8.666667,-0.03490659,-1.168598,0.1745329,-1.22173,0.5235988,-0.2792527,0.03490658,-1.255865,-0.08726646,-1.186824,-0.4363324,-0.3141593
